;appid;name;Year;english;platforms_windows;platforms_mac;platforms_linux;genres_Action;genres_Free to Play;genres_Strategy;genres_Adventure;genres_Indie;genres_RPG;genres_Casual;genres_Simulation;genres_Racing;genres_Violent;genres_Massively Multiplayer;genres_Nudity;genres_Sports;genres_Early Access;genres_Gore;genres_Sexual Content;categories_Multi-player;categories_Online Multi-Player;categories_Local Multi-Player;categories_Valve Anti-Cheat enabled;categories_Single-player;categories_Steam Cloud;categories_Steam Achievements;categories_Steam Trading Cards;categories_Captions available;categories_Partial Controller Support;categories_Includes Source SDK;categories_Cross-Platform Multiplayer;categories_Stats;categories_Commentary available;categories_Includes level editor;categories_Steam Workshop;categories_In-App Purchases;categories_Co-op;categories_Full controller support;categories_Steam Leaderboards;categories_SteamVR Collectibles;categories_Online Co-op;categories_Shared/Split Screen;categories_Local Co-op;categories_MMO;categories_VR Support;categories_Mods;categories_Mods (require HL2);categories_Steam Turn Notifications;achievements;%_ratings;QTD_ratings;owners_mean;average_playtime_>0;price;log_price;log_log_price
0;10;Counter-Strike;2000;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9738881546534452;127873;15000000.0;1;7.19;2.1029138978649784;1.1323416370519261
1;20;Team Fortress Classic;1999;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8397873955960516;3951;7500000.0;1;3.99;1.6074359097634274;0.958367328401236
2;30;Day of Defeat;2003;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8956476140534871;3814;7500000.0;1;3.99;1.6074359097634274;0.958367328401236
3;40;Deathmatch Classic;2001;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8266233766233766;1540;7500000.0;1;3.99;1.6074359097634274;0.958367328401236
4;50;Half-Life: Opposing Force;1999;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9479956663055255;5538;7500000.0;1;3.99;1.6074359097634274;0.958367328401236
5;60;Ricochet;2000;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8012783265543288;3442;7500000.0;1;3.99;1.6074359097634274;0.958367328401236
6;70;Half-Life;1998;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9618783573037601;28855;7500000.0;1;7.19;2.1029138978649784;1.1323416370519261
7;80;Counter-Strike: Condition Zero;2004;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8938712294416993;13559;15000000.0;1;7.19;2.1029138978649784;1.1323416370519261
8;130;Half-Life: Blue Shift;2001;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.900990099009901;4242;7500000.0;1;3.99;1.6074359097634274;0.958367328401236
9;220;Half-Life 2;2004;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0.9656006029493324;70321;15000000.0;1;7.19;2.1029138978649784;1.1323416370519261
10;240;Counter-Strike: Source;2004;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147;0.9563622296816702;80137;15000000.0;1;7.19;2.1029138978649784;1.1323416370519261
11;280;Half-Life: Source;2004;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7815352697095436;4820;3500000.0;1;0.0;0.0;0.0
12;300;Day of Defeat: Source;2010;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;0.8965723566116762;11699;7500000.0;1;7.19;2.1029138978649784;1.1323416370519261
13;320;Half-Life 2: Deathmatch;2004;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8843837226384604;6807;15000000.0;1;3.99;1.6074359097634274;0.958367328401236
14;340;Half-Life 2: Lost Coast;2005;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8500661472879611;6803;15000000.0;1;0.0;0.0;0.0
15;360;Half-Life Deathmatch: Source;2006;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7422343324250681;1835;7500000.0;1;0.0;0.0;0.0
16;380;Half-Life 2: Episode One;2006;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0.9386350148367952;8425;7500000.0;1;5.79;1.9154509415706047;1.0700245047748609
17;400;Portal;2007;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0.9795767856129801;52881;15000000.0;1;7.19;2.1029138978649784;1.1323416370519261
18;420;Half-Life 2: Episode Two;2007;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0.9523222359227291;14598;7500000.0;1;5.79;1.9154509415706047;1.0700245047748609
19;440;Team Fortress 2;2007;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;520;0.9381067983233773;549915;35000000.0;1;0.0;0.0;0.0
20;500;Left 4 Dead;2008;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;73;0.9498386157997778;18899;7500000.0;1;7.19;2.1029138978649784;1.1323416370519261
21;550;Left 4 Dead 2;2009;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;0;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;70;0.9676488334287702;260207;15000000.0;1;7.19;2.1029138978649784;1.1323416370519261
22;570;Dota 2;2013;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0.8587102445738107;1005586;150000000.0;1;0.0;0.0;0.0
23;620;Portal 2;2011;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;51;0.9865035578933845;140111;15000000.0;1;7.19;2.1029138978649784;1.1323416370519261
24;630;Alien Swarm;2010;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;66;0.9487919024814976;18376;3500000.0;1;0.0;0.0;0.0
25;730;Counter-Strike: Global Offensive;2012;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;167;0.8679519627192155;3046717;75000000.0;1;0.0;0.0;0.0
26;1002;Rag Doll Kung Fu;2005;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7017543859649122;57;35000.0;0;5.99;1.944480556245719;1.0799324199660887
27;1200;Red Orchestra: Ostfront 41-45;2006;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0.8750700280112045;1785;750000.0;1;3.99;1.6074359097634274;0.958367328401236
28;1250;Killing Floor;2009;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;1;0;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;285;0.9529977465888323;56359;3500000.0;1;14.99;2.771963526845863;1.3275956952774475
29;1300;SiN Episodes: Emergence;2006;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8846880907372401;529;150000.0;0;7.19;2.1029138978649784;1.1323416370519261
30;1500;Darwinia;2005;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7492063492063492;630;750000.0;1;7.19;2.1029138978649784;1.1323416370519261
31;1510;Uplink;2006;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9133409350057012;1754;750000.0;1;6.99;2.0781907597781832;1.1243420087328786
32;1520;DEFCON;2006;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0.8567263640149938;2401;750000.0;1;7.19;2.1029138978649784;1.1323416370519261
33;1530;Multiwinia;2008;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0.8306997742663657;443;750000.0;1;7.19;2.1029138978649784;1.1323416370519261
34;1600;Dangerous Waters;2006;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7608695652173914;184;75000.0;0;22.99;3.177637076851603;1.4297457940793188
35;1610;Space Empires IV Deluxe;2006;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8115942028985508;138;75000.0;0;6.99;2.0781907597781832;1.1243420087328786
36;1630;Disciples II: Rise of the Elves ;2006;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.8067978533094812;559;150000.0;0;4.99;1.7900914121273581;1.0260743594998938
37;1640;Disciples II: Gallean's Return;2006;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.7632398753894081;642;150000.0;1;4.99;1.7900914121273581;1.0260743594998938
38;1670;Iron Warriors: T - 72 Tank Command ;2006;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5732217573221757;239;35000.0;0;3.99;1.6074359097634274;0.958367328401236
39;1690;Space Empires V;2006;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6920289855072463;276;75000.0;1;10.99;2.4840729690394228;1.248202002812099
40;1700;Arx Fatalis;2007;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8635778635778636;777;150000.0;1;2.99;1.3837912309017721;0.8686921744380808
42;1900;Earth 2160;2006;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.6766304347826086;736;1500000.0;1;3.99;1.6074359097634274;0.958367328401236
43;1930;Two Worlds Epic Edition;2009;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0.7157100511991377;3711;1500000.0;1;6.99;2.0781907597781832;1.1243420087328786
44;2100;Dark Messiah of Might & Magic;2006;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9327945555082944;4702;1500000.0;1;4.29;1.665818245870208;0.9805110445901242
45;2200;Quake III Arena;2007;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9537815126050421;1428;350000.0;1;12.99;2.63834278867739;1.2915283001423463
46;2210;Quake IV;2011;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8389830508474576;1062;350000.0;1;12.99;2.63834278867739;1.2915283001423463
47;2270;Wolfenstein 3D;2007;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9532258064516129;1860;350000.0;1;2.99;1.3837912309017721;0.8686921744380808
48;2280;Ultimate Doom;2007;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9351337708228168;3962;750000.0;1;3.99;1.6074359097634274;0.958367328401236
49;2290;Final DOOM;2007;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8748091603053435;655;350000.0;1;3.99;1.6074359097634274;0.958367328401236
50;2300;DOOM II;2007;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9325676176361616;2699;750000.0;1;3.99;1.6074359097634274;0.958367328401236
51;2310;QUAKE;2007;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.9506172839506173;2754;350000.0;1;3.99;1.6074359097634274;0.958367328401236
52;2320;QUAKE II;2007;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.9275067750677507;1476;350000.0;1;3.99;1.6074359097634274;0.958367328401236
53;2330;QUAKE II Mission Pack: The Reckoning;2007;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8441558441558441;77;350000.0;1;2.49;1.2499017362143359;0.8108865424690161
54;2340;QUAKE II Mission Pack: Ground Zero;2007;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6206896551724138;87;350000.0;1;2.49;1.2499017362143359;0.8108865424690161
55;2350;QUAKE III: Team Arena;2007;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7769784172661871;139;350000.0;0;12.99;2.63834278867739;1.2915283001423463
56;2360;HeXen: Beyond Heretic;2007;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9054545454545454;275;350000.0;1;2.99;1.3837912309017721;0.8686921744380808
57;2370;HeXen: Deathkings of the Dark Citadel;2007;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7402597402597403;77;150000.0;0;2.99;1.3837912309017721;0.8686921744380808
58;2390;Heretic: Shadow of the Serpent Riders;2007;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9349775784753364;446;350000.0;0;2.99;1.3837912309017721;0.8686921744380808
59;2400;The Ship: Murder Party;2006;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8588486900730707;5611;1500000.0;1;0.0;0.0;0.0
60;2450;Bloody Good Time;2010;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0.7644341801385681;866;150000.0;1;4.29;1.665818245870208;0.9805110445901242
61;2500;Shadowgrounds;2006;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.7968877968877969;1221;750000.0;1;3.99;1.6074359097634274;0.958367328401236
62;2520;Gumboy - Crazy Adventures™;2006;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5306122448979592;98;75000.0;0;0.0;0.0;0.0
63;2590;Alpha Prime;2007;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5383936451897617;1133;350000.0;0;2.99;1.3837912309017721;0.8686921744380808
64;2600;Vampire: The Masquerade - Bloodlines;2007;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9445040625479074;6523;750000.0;1;14.99;2.771963526845863;1.3275956952774475
65;2610;GUN™;2006;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8948004836759371;827;75000.0;1;9.99;2.39698576841553;1.2228884997129532
66;2620;Call of Duty®;2006;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9300239234449761;1672;350000.0;1;14.99;2.771963526845863;1.3275956952774475
67;2630;Call of Duty® 2;2006;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9116104868913858;2670;350000.0;1;14.99;2.771963526845863;1.3275956952774475
68;2640;Call of Duty: United Offensive;2006;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8347529812606473;587;350000.0;0;14.99;2.771963526845863;1.3275956952774475
69;2710;Act of War: Direct Action;2008;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8450704225352113;213;35000.0;0;1.99;1.095273387402595;0.739684040040582
70;2720;ThreadSpace: Hyperbol;2007;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.775;40;35000.0;0;3.99;1.6074359097634274;0.958367328401236
71;2780;ARMA: Combat Operations;2008;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6531531531531531;222;35000.0;0;5.99;1.944480556245719;1.0799324199660887
72;2800;X2: The Threat;2006;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8091603053435115;262;350000.0;1;4.99;1.7900914121273581;1.0260743594998938
73;2810;X3: Reunion;2006;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7139240506329114;395;350000.0;1;9.99;2.39698576841553;1.2228884997129532
74;2820;X3: Terran Conflict;2008;1;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;33;0.8572178477690289;1905;750000.0;1;15.99;2.8326249356838407;1.34354993023676
75;2840;X: Beyond the Frontier;2010;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7473684210526316;190;350000.0;1;3.49;1.501852701754163;0.9170315381111089
76;2850;X: Tension;2010;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.76;75;35000.0;1;3.49;1.501852701754163;0.9170315381111089
77;2870;X Rebirth;2013;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;69;0.4125874125874126;6864;350000.0;1;24.99;3.2577118486533987;1.4487318912488676
78;2900;688(I) Hunter/Killer;2006;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7536231884057971;69;35000.0;0;22.99;3.177637076851603;1.4297457940793188
79;2910;Fleet Command;2006;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8037974683544303;158;75000.0;0;22.99;3.177637076851603;1.4297457940793188
80;2920;Sub Command;2006;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.7021276595744681;47;35000.0;0;22.99;3.177637076851603;1.4297457940793188
81;2990;FlatOut 2™;2006;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.940667704549386;5781;750000.0;1;5.99;1.944480556245719;1.0799324199660887
82;3010;Xpand Rally;2006;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7808988764044944;178;35000.0;1;3.99;1.6074359097634274;0.958367328401236
83;3020;Call of Juarez™;2007;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8002018163471241;991;150000.0;1;8.59;2.2607208888953467;1.1819483024956259
84;3050;Xpand Rally Xtreme;2008;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6635514018691588;107;35000.0;0;3.99;1.6074359097634274;0.958367328401236
85;3130;Men of War: Red Tide;2009;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8099173553719008;363;350000.0;0;3.99;1.6074359097634274;0.958367328401236
